# removing the sound folder from raw and compiling a custom map gives out the following error messages:
#
# ERROR: Sound file 'sound/misc/mrk_breathing_better10.wav' not found
# ERROR: Sound file 'sound/misc/mrk_breathing_better11.wav' not found
# ERROR: Sound file 'sound/misc/mrk_breathing_better12.wav' not found
# ERROR: Sound file 'sound/weapons/foley/mrk_heartbeat_01.wav' not found
# ERROR: Sound file 'sound/misc/mrk_breathing_hurt10.wav' not found
# ERROR: Sound file 'sound/misc/mrk_breathing_hurt11.wav' not found
# ERROR: Sound file 'sound/misc/mrk_breathing_hurt12.wav' not found
# ERROR: Sound file 'sound/misc/mrk_breathing_hurt13.wav' not found
# ERROR: Sound file 'sound/misc/mrk_breathing_hurt14.wav' not found
# ERROR: Sound file 'sound/misc/mrk_breathing_hurt15.wav' not found
# ERROR: Sound file 'sound/misc/mrk_breathing_hurt16.wav' not found
# ERROR: Sound file 'sound/weapons/grenade/mrk_grenade_2.wav' not found
# ERROR: Sound file 'sound/weapons/grenade/mrk_grenade_3.wav' not found
# ERROR: Sound file 'sound/weapons/grenade/mrk_grenade_4.wav' not found
# ERROR: Sound file 'sound/weapons/grenade/mrk_grenade_5.wav' not found
# ERROR: Sound file 'sound/explosions/exp_car_close01.wav' not found
# ERROR: Sound file 'sound/explosions/exp_car_close02.wav' not found
# ERROR: Sound file 'sound/explosions/exp_car_close03.wav' not found
# ERROR: Sound file 'sound/explosions/exp_metal_armor_detail01.wav' not found
# ERROR: Sound file 'sound/explosions/exp_metal_armor_detail02.wav' not found
# ERROR: Sound file 'sound/explosions/grenade_explo01.wav' not found
# ERROR: Sound file 'sound/explosions/grenade_explo02.wav' not found
# ERROR: Sound file 'sound/explosions/grenade_explo03.wav' not found
# ERROR: Sound file 'sound/weapons/grenade/weap_expl_flash_bang1.wav' not found
# ERROR: Sound file 'sound/weapons/grenade/weap_expl_flash_bang2.wav' not found
# ERROR: Sound file 'sound/weapons/grenade/weap_expl_flash_bang3.wav' not found
# ERROR: Sound file 'sound/explosions/explo_detpack_main1.wav' not found
# ERROR: Sound file 'sound/explosions/explo_detpack_main2.wav' not found
# ERROR: Sound file 'sound/explosions/explo_detpack_main3.wav' not found
# ERROR: Sound file 'sound/explosions/exp_metal_armor_veh02.wav' not found
# ERROR: Sound file 'sound/explosions/exp_metal_armor_veh03.wav' not found
# ERROR: Sound file 'sound/explosions/exp_metal_armor_veh08.wav' not found
# ERROR: Sound file 'sound/explosions/exp_metal_armor_debris01.wav' not found
# ERROR: Sound file 'sound/explosions/fire_vehicle_flame_up_medbig1.wav' not found
# ERROR: Sound file 'sound/explosions/fire_vehicle_flame_up_medbig2.wav' not found
# ERROR: Sound file 'sound/explosions/fire_vehicle_flame_up_medbig3.wav' not found
# ERROR: Sound file 'sound/vehicles/veh_hind_move_v3res.wav' not found
# ERROR: Sound file 'sound/weapons/cal30/weap_30cal_cooldown_1.wav' not found
# ERROR: Sound file 'sound/weapons/cal30/weap_30cal_loop_1.wav' not found
# ERROR: Sound file 'sound/vehicles/veh_hind_idle_v3res.wav' not found
# ERROR: Sound file 'sound/vehicles/veh_mi17_move_v1res.wav' not found
# ERROR: Sound file 'sound/vehicles/veh_mi17_idle_v1res.wav' not found
# ERROR: Sound file 'sound/null.wav' not found
# ERROR: Sound file 'sound/explosions/mrk_rockexplosion_layer1.wav' not found
# ERROR: Sound file 'sound/explosions/mrk_rockexplosion_layer5.wav' not found
# ERROR: Sound file 'sound/footsteps/foot_metal01.wav' not found
# ERROR: Sound file 'sound/footsteps/foot_metal02.wav' not found
# ERROR: Sound file 'sound/footsteps/foot_metal03.wav' not found
# ERROR: Sound file 'sound/footsteps/foot_metal04.wav' not found
# ERROR: Sound file 'sound/vehicles/veh_t72_move_v2loop.wav' not found
# ERROR: Sound file 'sound/vehicles/mrk_tank_03_idle.wav' not found
# ERROR: Sound file 'sound/vehicles/mrk_turret_turn04_22k.wav' not found
# ERROR: Sound file 'sound/vehicles/mrk_turret_end01_22k.wav' not found
# ERROR: Sound file 'sound/vehicles/truck_move.wav' not found
# ERROR: Sound file 'sound/vehicles/truck_idle.wav' not found
# ERROR: Sound file 'sound/user_interface/ui_computer_text_delete1.wav' not found
# ERROR: Sound file 'sound/user_interface/ui_computer_text_blip1x.wav' not found
# ERROR: Sound file 'sound/vehicles/veh_pickup_move_v3loop.wav' not found
# ERROR: Sound file 'sound/vehicles/veh_pickup_idle_v2loop.wav' not found
# ERROR: Sound file 'sound/fire/fire_med_loop02_res.wav' not found
# ERROR: Sound file 'sound/fire/fire_vehicle_small_loop1_res.wav' not found
# ERROR: Sound file 'sound/weapons/javelin/weap_javelin_ignition_v1.wav' not found
# ERROR: Sound file 'sound/weapons/c4_detpack/weap_detpack_safety.wav' not found
# ERROR: Sound file 'sound/weapons/c4_detpack/weap_detpack_trigger.wav' not found
# ERROR: Sound file 'sound/weapons/m249/weap_m249_slst_1.wav' not found
# ERROR: Sound file 'sound/weapons/50cal/weap_50cal_temp_v2.wav' not found
# ERROR: Sound file 'sound/doors/door_wd_kick.wav' not found
# ERROR: Sound file 'sound/doors/door_wd_kick02.wav' not found
#
# some of the sounds are compiled into the ff and increase it's size.
# this soundalias file is made to remove them from ff and make them streamed (iwd)
# in order to use it this lines in map.csv have to be removed or commented out:
#
# sound,common,mp_test,!all_mp
# sound,generic,mp_test,!all_mp
# sound,voiceovers,mp_test,!all_mp
# sound,multiplayer,mp_test,!all_mp
#
# and replaced with
# sound,custom_map_ff_sounds_as_stream,mp_test,!all_mp
#
# so here we go:

name,sequence,file,vol_min,vol_max,vol_mod,pitch_min,pitch_max,dist_min,dist_max,channel,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,volumefalloffcurve,startdelay,speakermap,reverb,lfe percentage,center percentage,platform,envelop_min,envelop_max,envelop percentage

#common.csv
breathing_hurt,1,misc/mrk_breathing_hurt10.wav,0.9,1,max,0.95,1.05,120,1200,hurt,streamed,,,master,!aftermath,,,breathing_heartbeat
breathing_hurt,2,misc/mrk_breathing_hurt11.wav,0.9,1,max,0.95,1.05,120,1200,hurt,streamed,,,master,!aftermath,,,breathing_heartbeat
breathing_hurt,3,misc/mrk_breathing_hurt12.wav,0.9,1,max,0.95,1.05,120,1200,hurt,streamed,,,master,!aftermath,,,breathing_heartbeat
breathing_hurt,4,misc/mrk_breathing_hurt13.wav,0.9,1,max,0.95,1.05,120,1200,hurt,streamed,,,master,!aftermath,,,breathing_heartbeat
breathing_hurt,5,misc/mrk_breathing_hurt14.wav,0.9,1,max,0.95,1.05,120,1200,hurt,streamed,,,master,!aftermath,,,breathing_heartbeat
breathing_hurt,6,misc/mrk_breathing_hurt15.wav,0.9,1,max,0.95,1.05,120,1200,hurt,streamed,,,master,!aftermath,,,breathing_heartbeat
breathing_hurt,7,misc/mrk_breathing_hurt16.wav,0.9,1,max,0.95,1.05,120,1200,hurt,streamed,,,master,!aftermath,,,breathing_heartbeat
breathing_better,1,misc/mrk_breathing_better10.wav,0.9,1,max,0.95,1.05,120,1200,hurt,streamed,,,,!aftermath,,,
breathing_better,2,misc/mrk_breathing_better11.wav,0.9,1,max,0.95,1.05,120,1200,hurt,streamed,,,,!aftermath,,,
breathing_better,3,misc/mrk_breathing_better12.wav,0.9,1,max,0.95,1.05,120,1200,hurt,streamed,,,,!aftermath,,,
breathing_heartbeat,,weapons/foley/mrk_heartbeat_01.wav,0.9,1,max,0.9,1.2,7,500,ambient,streamed,,,master,!aftermath,,,
breathing_hurt_start,1,misc/mrk_breathing_hurt10.wav,0.6,0.8,max,1.05,1.15,120,1200,hurt,streamed,,,master,!aftermath,,,breathing_heartbeat
breathing_hurt_start,2,misc/mrk_breathing_hurt11.wav,0.6,0.8,max,1.05,1.15,120,1200,hurt,streamed,,,master,!aftermath,,,breathing_heartbeat
breathing_hurt_start,3,misc/mrk_breathing_hurt12.wav,0.6,0.8,max,1.05,1.15,120,1200,hurt,streamed,,,master,!aftermath,,,breathing_heartbeat
breathing_hurt_start,4,misc/mrk_breathing_hurt13.wav,0.6,0.8,max,1.05,1.15,120,1200,hurt,streamed,,,master,!aftermath,,,breathing_heartbeat
breathing_hurt_start,5,misc/mrk_breathing_hurt14.wav,0.6,0.8,max,1.05,1.15,120,1200,hurt,streamed,,,master,!aftermath,,,breathing_heartbeat
breathing_hurt_start,6,misc/mrk_breathing_hurt15.wav,0.6,0.8,max,1.05,1.15,120,1200,hurt,streamed,,,master,!aftermath,,,breathing_heartbeat
breathing_hurt_start,7,misc/mrk_breathing_hurt16.wav,0.6,0.8,max,1.05,1.15,120,1200,hurt,streamed,,,master,!aftermath,,,breathing_heartbeat
hunted_fuel_explosion_boom,,weapons/grenade/mrk_grenade_2.wav,0.88,0.93,explosion,0.9,1,200,6000,voice,streamed,,,0.85,hunted,,,,,,,,0.6
launch_rocket_hit_treeline,1,weapons/grenade/mrk_grenade_5.wav,0.93,0.98,explosion,0.85,1.05,200,9000,effects1,streamed,,,0.85,launchfacility_a,,,launch_rocket_hit_treeline_layer,,,,,0.6,,,100,1000,0.65
launch_rocket_hit_treeline_layer_2,1,weapons/grenade/mrk_grenade_2.wav,1,1,explosion,0.75,0.85,50,3000,auto,streamed,,,0.85,launchfacility_a,,,,,,,,0.8,,,100,1000,0.65
launch_rocket_hit_treeline_layer_2,2,weapons/grenade/mrk_grenade_3.wav,1,1,explosion,0.75,0.85,50,3000,auto,streamed,,,0.85,launchfacility_a,,,,,,,,0.8,,,100,1000,0.65
launch_rocket_hit_treeline_layer_2,3,weapons/grenade/mrk_grenade_4.wav,1,1,explosion,0.75,0.85,50,3000,auto,streamed,,,0.85,launchfacility_a,,,,,,,,0.8,,,100,1000,0.65
launch_rocket_hit_treeline_layer_2,4,weapons/grenade/mrk_grenade_5.wav,1,1,explosion,0.75,0.85,50,3000,auto,streamed,,,0.85,launchfacility_a,,,,,,,,0.8,,,100,1000,0.65
exp_bell_tower_pop,,weapons/grenade/mrk_grenade_2.wav,0.95,1,max,1.5,1.6,360,6000,auto,streamed,,,,village_defend,,,exp_bell_tower_crash,,,,,0.5,,,,,
exp_bell_tower_crash,,explosions/exp_bell_crash_big01.wav,0.95,1,max,0.95,1.05,360,6000,element,streamed,,,,village_defend,,,exp_bell_impact_ring,,150,,,0.5,,,,,
exp_bell_impact_ring,,weapons/impact/blt_impact_churchbell01.wav,0.95,1,max,0.95,1.05,360,6000,auto2,streamed,,,,village_defend,,,,,350,,,0.8,,,,,
clusterbomb_explode_default,1,weapons/grenade/mrk_grenade_2.wav,0.93,0.98,explosion,0.85,1.05,200,9000,effects1,streamed,,,0.85,!village_defend,,,clusterbomb_explode_layer,,,,,0.6,,,100,1000,0.65
clusterbomb_explode_default,2,weapons/grenade/mrk_grenade_3.wav,0.93,0.98,explosion,0.85,1.05,200,9000,effects1,streamed,,,0.85,!village_defend,,,clusterbomb_explode_layer,,,,,0.6,,,100,1000,0.65
clusterbomb_explode_default,3,weapons/grenade/mrk_grenade_4.wav,0.93,0.98,explosion,0.85,1.05,200,9000,effects1,streamed,,,0.85,!village_defend,,,clusterbomb_explode_layer,,,,,0.6,,,100,1000,0.65
clusterbomb_explode_default,4,weapons/grenade/mrk_grenade_5.wav,0.93,0.98,explosion,0.85,1.05,200,9000,effects1,streamed,,,0.85,!village_defend,,,clusterbomb_explode_layer,,,,,0.6,,,100,1000,0.65
clusterbomb_explode_default,5,weapons/grenade/mrk_grenade_2.wav,0.93,0.98,explosion,0.85,1.05,200,9000,effects1,streamed,,,0.85,!village_defend,,,clusterbomb_explode_layer,,200,,,0.6,,,100,1000,0.65
